label,x,y,width,height,filename,resX,resY
Small Dim Peak,28,99,54,43,WSe2-SL445_211118_-1.4V_30x30_Z_018.jpg,512,512
Small Bright Trough,438,410,54,51,WSe2-SL445_211118_1.4V_10x10_Z_005.jpg,512,512
Large Bright Peak,12,410,54,71,WSe2-SL445_211118_1.4V_20x20_Z_002.jpg,512,512
Small Bright Trough,539,968,54,52,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,105,803,54,83,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,746,655,54,95,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,814,234,54,45,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Dim Trough,280,251,54,40,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Dim Trough,99,152,54,45,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Bright Trough,380,296,54,42,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Bright Trough,164,950,54,73,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,530,0,54,29,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Small Bright Trough,873,271,54,54,WSe2-SL445_211119_-1.4V_50x50_Z_057.jpg,1024,1024
Small Bright Trough,598,17,54,63,WSe2-SL445_211119_-1.4V_50x50_Z_060.jpg,1024,1024
Small Dim Trough,397,351,54,64,WSe2-SL445_211119_-1.4V_50x50_Z_060.jpg,1024,1024
Small Bright Trough,882,339,54,55,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Bright Trough,813,284,54,52,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Dim Trough,161,10,54,45,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Small Bright Trough,314,61,55,48,WSe2-SL445_211118_-1.4V_20x20_Z_014.jpg,512,512
Small Bright Trough,369,442,55,45,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Dim Trough,357,133,55,65,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Dim Trough,522,401,55,59,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Bright Trough,768,649,55,196,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Small Bright Trough,189,412,55,41,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Small Dim Trough,131,588,55,45,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Small Dim Trough,436,282,55,61,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Small Dim Peak,791,827,55,58,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Dim Trough,934,172,55,70,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Dim Trough,73,383,55,56,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Bright Trough,276,334,55,59,WSe2-SL445_211119_-1.4V_50x50_Z_057.jpg,1024,1024
Small Dim Trough,860,320,55,65,WSe2-SL445_211119_-1.4V_50x50_Z_061.jpg,1024,1024
Small Bright Trough,950,650,55,45,WSe2-SL445_211119_-1.4V_50x50_Z_062.jpg,1024,1024
Small Bright Trough,291,835,55,55,WSe2-SL445_211119_-1.4V_50x50_Z_064.jpg,1024,1024
Small Bright Trough,865,614,55,65,WSe2-SL445_211119_-1.4V_50x50_Z_064.jpg,1024,1024
Small Bright Trough,804,348,55,51,WSe2-SL445_211119_-1.4V_50x50_Z_064.jpg,1024,1024
Small Bright Trough,527,246,55,46,WSe2-SL445_211119_-1.4V_50x50_Z_067.jpg,1024,1024
Small Bright Trough,764,777,55,44,WSe2-SL445_211119_-1.4V_50x50_Z_068.jpg,1024,1024
Small Bright Trough,646,44,55,58,WSe2-SL445_211119_-1.4V_50x50_Z_069.jpg,1024,1024
Small Bright Trough,438,710,55,47,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Bright Trough,10,157,55,50,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Bright Trough,212,535,55,41,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Bright Trough,452,758,55,55,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Bright Trough,957,820,55,51,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Bright Trough,593,292,55,70,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Dim Trough,860,641,55,59,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Small Dim Trough,548,829,55,55,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Small Dim Trough,361,15,55,59,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Large Bright Peak,28,172,55,19,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_53_1_Z.jpg,514,514
Small Bright Trough,547,0,56,46,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Bright Trough,266,828,56,136,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,163,380,56,60,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,342,722,56,173,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Small Bright Trough,570,676,56,72,WSe2-SL445_211119_-1.4V_50x50_Z_057.jpg,1024,1024
Small Bright Trough,893,333,56,50,WSe2-SL445_211119_-1.4V_50x50_Z_068.jpg,1024,1024
Small Bright Trough,492,0,56,37,WSe2-SL445_211119_-1.4V_50x50_Z_068.jpg,1024,1024
Small Bright Trough,269,17,56,51,WSe2-SL445_211119_-1.4V_50x50_Z_069.jpg,1024,1024
Small Bright Trough,306,178,56,49,WSe2-SL445_211119_-1.4V_50x50_Z_070.jpg,1024,1024
Small Bright Trough,275,614,56,55,WSe2-SL445_211119_-1.4V_50x50_Z_071.jpg,1024,1024
Small Bright Trough,365,558,56,64,WSe2-SL445_211119_-1.4V_50x50_Z_071.jpg,1024,1024
Small Bright Trough,430,591,56,52,WSe2-SL445_211119_-1.4V_50x50_Z_071.jpg,1024,1024
Small Bright Trough,568,797,56,51,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Bright Trough,347,0,56,41,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Dim Trough,961,759,56,60,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Dim Trough,635,210,56,54,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Bright Trough,67,47,56,51,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Small Dim Trough,577,6,56,52,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Large Dim Peak,423,950,56,58,WSe2_1 to 100 ratio_SL358_No Wool_201202_1V_500x500_39_1_Z.jpg,1026,1026
Small Bright Trough,86,278,58,67,WSe2-SL445_211118_-1.4V_30x30_Z_011.jpg,1024,1024
Small Bright Trough,305,65,58,44,WSe2-SL445_211118_-1.4V_30x30_Z_018.jpg,512,512
Small Bright Trough,443,33,58,43,WSe2-SL445_211118_1.4V_10x10_Z_004.jpg,512,512
Large Bright Peak,92,465,58,47,WSe2-SL445_211118_1.4V_20x20_Z_002.jpg,512,512
Small Bright Trough,735,826,58,84,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,795,266,58,44,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Dim Trough,173,227,58,44,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Dim Trough,105,79,58,49,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Bright Trough,0,483,58,83,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Dim Trough,654,467,58,44,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Small Bright Trough,410,0,58,33,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Small Bright Trough,60,732,58,58,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Dim Trough,214,530,58,63,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Bright Trough,228,819,58,64,WSe2-SL445_211119_-1.4V_50x50_Z_057.jpg,1024,1024
Small Dim Trough,836,433,58,54,WSe2-SL445_211119_-1.4V_50x50_Z_057.jpg,1024,1024
Small Dim Trough,650,421,58,60,WSe2-SL445_211119_-1.4V_50x50_Z_060.jpg,1024,1024
Small Dim Peak,308,219,58,56,WSe2-SL445_211119_-1.4V_50x50_Z_064.jpg,1024,1024
Small Dim Trough,534,349,58,82,WSe2-SL445_211119_-1.4V_50x50_Z_064.jpg,1024,1024
Small Dim Trough,937,355,58,86,WSe2-SL445_211119_-1.4V_50x50_Z_064.jpg,1024,1024
Small Bright Trough,941,215,58,50,WSe2-SL445_211119_-1.4V_50x50_Z_066.jpg,1024,1024
Small Bright Trough,635,468,58,56,WSe2-SL445_211119_-1.4V_50x50_Z_067.jpg,1024,1024
Small Bright Trough,161,539,58,51,WSe2-SL445_211119_-1.4V_50x50_Z_068.jpg,1024,1024
Small Bright Trough,224,173,58,52,WSe2-SL445_211119_-1.4V_50x50_Z_069.jpg,1024,1024
Small Bright Trough,24,321,58,51,WSe2-SL445_211119_-1.4V_50x50_Z_072.jpg,1024,1024
Small Bright Trough,352,577,58,46,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Dim Peak,265,13,58,60,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Bright Trough,173,858,58,64,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Bright Trough,750,156,58,67,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Large Bright Peak,892,831,58,92,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_250x250_20_1_Z.jpg,2050,2050
Small Bright Trough,93,64,59,59,WSe2-SL445_211118_-1.4V_30x30_Z_018.jpg,512,512
Small Dim Trough,351,153,59,56,WSe2-SL445_211118_-1.4V_30x30_Z_018.jpg,512,512
Small Bright Trough,3,932,59,72,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,31,476,59,88,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Bright Trough,445,585,59,42,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Small Bright Trough,0,118,59,55,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Small Bright Trough,695,716,59,56,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Bright Trough,202,924,59,55,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Dim Peak,273,852,59,61,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Bright Trough,274,9,59,52,WSe2-SL445_211119_-1.4V_50x50_Z_059.jpg,1024,1024
Small Dim Trough,900,664,59,76,WSe2-SL445_211119_-1.4V_50x50_Z_062.jpg,1024,1024
Small Bright Trough,801,745,59,59,WSe2-SL445_211119_-1.4V_50x50_Z_066.jpg,1024,1024
Small Bright Trough,718,901,59,60,WSe2-SL445_211119_-1.4V_50x50_Z_066.jpg,1024,1024
Small Dim Trough,780,435,59,78,WSe2-SL445_211119_-1.4V_50x50_Z_066.jpg,1024,1024
Small Bright Trough,731,0,59,42,WSe2-SL445_211119_-1.4V_50x50_Z_067.jpg,1024,1024
Small Bright Trough,609,100,59,47,WSe2-SL445_211119_-1.4V_50x50_Z_067.jpg,1024,1024
Small Bright Trough,5,379,59,63,WSe2-SL445_211119_-1.4V_50x50_Z_067.jpg,1024,1024
Small Bright Trough,91,297,59,44,WSe2-SL445_211119_-1.4V_50x50_Z_068.jpg,1024,1024
Small Bright Trough,579,127,59,55,WSe2-SL445_211119_-1.4V_50x50_Z_069.jpg,1024,1024
Small Bright Trough,814,888,59,51,WSe2-SL445_211119_-1.4V_50x50_Z_069.jpg,1024,1024
Small Bright Trough,568,837,59,61,WSe2-SL445_211119_-1.4V_50x50_Z_072.jpg,1024,1024
Small Dim Peak,369,621,59,64,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Dim Peak,36,744,59,52,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Dim Trough,571,209,59,65,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Small Dim Trough,845,172,59,69,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Small Dim Trough,497,719,24,28,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,643,159,60,54,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Large Bright Peak,1362,364,60,59,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,452,6,60,76,WSe2-SL445_211118_-1.4V_20x20_Z_015.jpg,512,512
Small Bright Trough,718,861,60,69,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Bright Trough,920,558,60,81,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Bright Trough,731,44,60,52,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,422,1002,60,22,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Dim Trough,320,559,60,251,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Dim Trough,114,280,60,47,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Small Dim Trough,672,329,60,55,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Small Bright Trough,396,490,60,49,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Small Bright Trough,675,659,60,59,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Bright Trough,786,300,60,52,WSe2-SL445_211119_-1.4V_50x50_Z_057.jpg,1024,1024
Small Dim Trough,54,512,60,56,WSe2-SL445_211119_-1.4V_50x50_Z_057.jpg,1024,1024
Small Bright Trough,456,782,60,61,WSe2-SL445_211119_-1.4V_50x50_Z_064.jpg,1024,1024
Small Bright Trough,792,262,60,68,WSe2-SL445_211119_-1.4V_50x50_Z_065.jpg,1024,1024
Small Bright Trough,566,385,60,56,WSe2-SL445_211119_-1.4V_50x50_Z_067.jpg,1024,1024
Small Dim Trough,230,397,60,54,WSe2-SL445_211119_-1.4V_50x50_Z_068.jpg,1024,1024
Small Bright Trough,492,233,60,60,WSe2-SL445_211119_-1.4V_50x50_Z_069.jpg,1024,1024
Small Bright Trough,837,527,60,59,WSe2-SL445_211119_-1.4V_50x50_Z_071.jpg,1024,1024
Small Bright Trough,502,0,60,23,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Bright Trough,919,67,60,58,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Large Bright Peak,1116,1236,61,59,WSe2-SL445_211118_-1.4V_200x200_Z_016.jpg,2048,2048
Small Bright Trough,308,0,61,31,WSe2-SL445_211118_-1.4V_20x20_Z_014.jpg,512,512
Small Bright Trough,419,201,61,52,WSe2-SL445_211118_-1.4V_30x30_Z_018.jpg,512,512
Large Bright Peak,275,227,61,61,WSe2-SL445_211118_-1.4V_50x50_Z_009.jpg,1024,1024
Small Bright Trough,114,897,61,50,WSe2-SL445_211118_-1.4V_50x50_Z_009.jpg,1024,1024
Small Bright Trough,403,122,61,49,WSe2-SL445_211118_1.4V_10x10_Z_006.jpg,512,512
Small Bright Trough,531,809,61,95,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Bright Trough,197,595,61,183,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Small Bright Trough,648,93,61,52,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Small Dim Peak,207,56,61,52,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Small Dim Trough,334,301,61,60,WSe2-SL445_211119_-1.4V_50x50_Z_060.jpg,1024,1024
Small Dim Trough,438,122,61,59,WSe2-SL445_211119_-1.4V_50x50_Z_061.jpg,1024,1024
Small Dim Trough,328,9,61,49,WSe2-SL445_211119_-1.4V_50x50_Z_061.jpg,1024,1024
Small Bright Trough,244,524,61,73,WSe2-SL445_211119_-1.4V_50x50_Z_064.jpg,1024,1024
Small Bright Trough,918,150,61,54,WSe2-SL445_211119_-1.4V_50x50_Z_064.jpg,1024,1024
Small Bright Trough,838,224,61,59,WSe2-SL445_211119_-1.4V_50x50_Z_064.jpg,1024,1024
Small Bright Trough,229,797,61,65,WSe2-SL445_211119_-1.4V_50x50_Z_065.jpg,1024,1024
Small Bright Trough,630,320,61,56,WSe2-SL445_211119_-1.4V_50x50_Z_066.jpg,1024,1024
Small Bright Trough,758,680,61,61,WSe2-SL445_211119_-1.4V_50x50_Z_067.jpg,1024,1024
Small Bright Trough,742,612,61,55,WSe2-SL445_211119_-1.4V_50x50_Z_068.jpg,1024,1024
Small Bright Trough,502,897,61,59,WSe2-SL445_211119_-1.4V_50x50_Z_069.jpg,1024,1024
Small Bright Trough,818,23,61,55,WSe2-SL445_211119_-1.4V_50x50_Z_069.jpg,1024,1024
Small Bright Trough,45,872,61,60,WSe2-SL445_211119_-1.4V_50x50_Z_072.jpg,1024,1024
Small Bright Trough,138,680,61,52,WSe2-SL445_211119_-1.4V_50x50_Z_072.jpg,1024,1024
Small Bright Trough,415,59,61,49,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Dim Peak,93,901,61,56,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Bright Trough,228,570,61,70,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Dim Trough,831,404,61,58,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Bright Trough,105,3,61,42,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Small Dim Trough,358,357,61,60,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Small Dim Trough,530,136,61,59,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Small Bright Trough,51,140,62,50,WSe2-SL445_211118_-1.4V_30x30_Z_018.jpg,512,512
Small Bright Trough,549,34,24,19,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,530,61,23,22,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,526,0,63,36,WSe2-SL445_211118_-1.4V_50x50_Z_009.jpg,1024,1024
Large Bright Peak,767,353,63,81,WSe2-SL445_211119_-1.4V_100x100_Z_033.jpg,1024,1024
Small Bright Trough,916,463,63,61,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Dim Trough,197,330,63,51,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Small Bright Trough,452,732,63,49,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Small Bright Trough,842,349,63,61,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Small Dim Trough,525,556,63,51,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Small Dim Peak,657,604,63,58,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Bright Trough,844,101,63,54,WSe2-SL445_211119_-1.4V_50x50_Z_057.jpg,1024,1024
Small Bright Trough,237,635,63,50,WSe2-SL445_211119_-1.4V_50x50_Z_060.jpg,1024,1024
Small Dim Trough,945,239,63,61,WSe2-SL445_211119_-1.4V_50x50_Z_064.jpg,1024,1024
Small Dim Trough,122,134,63,58,WSe2-SL445_211119_-1.4V_50x50_Z_065.jpg,1024,1024
Small Bright Trough,874,449,63,58,WSe2-SL445_211119_-1.4V_50x50_Z_066.jpg,1024,1024
Small Bright Trough,12,127,63,56,WSe2-SL445_211119_-1.4V_50x50_Z_067.jpg,1024,1024
Small Bright Trough,820,585,63,59,WSe2-SL445_211119_-1.4V_50x50_Z_067.jpg,1024,1024
Small Dim Trough,805,216,63,52,WSe2-SL445_211119_-1.4V_50x50_Z_067.jpg,1024,1024
Small Bright Trough,841,727,63,63,WSe2-SL445_211119_-1.4V_50x50_Z_068.jpg,1024,1024
Small Dim Trough,291,488,63,54,WSe2-SL445_211119_-1.4V_50x50_Z_071.jpg,1024,1024
Small Bright Trough,131,460,63,72,WSe2-SL445_211119_-1.4V_50x50_Z_072.jpg,1024,1024
Small Bright Trough,961,93,63,74,WSe2-SL445_211119_-1.4V_50x50_Z_072.jpg,1024,1024
Small Bright Trough,851,183,63,51,WSe2-SL445_211119_-1.4V_50x50_Z_072.jpg,1024,1024
Small Bright Trough,436,648,63,50,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Dim Peak,513,503,63,56,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Bright Trough,87,46,63,61,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Bright Trough,750,381,63,58,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Dim Trough,570,660,63,63,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Bright Trough,241,99,63,61,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Small Dim Trough,488,91,63,64,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Small Dim Trough,760,109,63,54,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Large Bright Peak,383,137,64,68,WSe2-SL445_211119_-1.4V_100x100_Z_034.jpg,1024,1024
Small Bright Trough,576,237,64,51,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Small Bright Trough,588,869,64,134,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Small Bright Trough,163,484,64,132,WSe2-SL445_211119_-1.4V_100x100_Z_038.jpg,1024,1024
Small Bright Trough,796,453,64,64,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Small Bright Trough,324,259,64,91,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Dim Trough,694,20,64,56,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Dim Trough,567,124,64,59,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Bright Trough,698,246,64,47,WSe2-SL445_211119_-1.4V_50x50_Z_057.jpg,1024,1024
Small Dim Trough,374,422,64,55,WSe2-SL445_211119_-1.4V_50x50_Z_057.jpg,1024,1024
Small Bright Trough,225,189,64,58,WSe2-SL445_211119_-1.4V_50x50_Z_058.jpg,1024,1024
Small Bright Trough,607,244,64,65,WSe2-SL445_211119_-1.4V_50x50_Z_060.jpg,1024,1024
Small Bright Trough,186,283,64,52,WSe2-SL445_211119_-1.4V_50x50_Z_062.jpg,1024,1024
Small Bright Trough,941,311,64,52,WSe2-SL445_211119_-1.4V_50x50_Z_063.jpg,1024,1024
Small Dim Trough,207,748,64,78,WSe2-SL445_211119_-1.4V_50x50_Z_064.jpg,1024,1024
Small Bright Trough,877,251,64,63,WSe2-SL445_211119_-1.4V_50x50_Z_065.jpg,1024,1024
Small Bright Trough,360,946,64,41,WSe2-SL445_211119_-1.4V_50x50_Z_065.jpg,1024,1024
Small Bright Trough,916,626,64,73,WSe2-SL445_211119_-1.4V_50x50_Z_066.jpg,1024,1024
Small Bright Trough,449,148,64,60,WSe2-SL445_211119_-1.4V_50x50_Z_067.jpg,1024,1024
Small Bright Peak,539,155,64,60,WSe2-SL445_211119_-1.4V_50x50_Z_068.jpg,1024,1024
Small Bright Trough,428,232,64,61,WSe2-SL445_211119_-1.4V_50x50_Z_069.jpg,1024,1024
Small Bright Trough,787,827,64,76,WSe2-SL445_211119_-1.4V_50x50_Z_071.jpg,1024,1024
Small Bright Trough,83,433,64,54,WSe2-SL445_211119_-1.4V_50x50_Z_072.jpg,1024,1024
Small Bright Trough,957,14,64,59,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Dim Trough,268,700,64,61,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Bright Trough,307,640,64,63,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Dim Peak,865,393,64,74,WSe2-SL445_211119_-1.4V_50x50_Z_075.jpg,1024,1024
Small Bright Trough,358,900,65,20,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,66,255,65,45,WSe2-SL445_211118_-1.4V_30x30_Z_017.jpg,512,512
Large Bright Peak,197,463,65,49,WSe2-SL445_211118_1.4V_20x20_Z_002.jpg,512,512
Small Bright Trough,52,193,65,38,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Small Dim Trough,170,512,65,52,WSe2-SL445_211119_-1.4V_50x50_Z_039.jpg,1024,1024
Small Dim Peak,561,442,65,58,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Dim Trough,507,664,65,64,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Dim Trough,916,827,65,60,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Dim Trough,937,751,65,68,WSe2-SL445_211119_-1.4V_50x50_Z_040.jpg,1024,1024
Small Bright Trough,490,0,65,42,WSe2-SL445_211119_-1.4V_50x50_Z_060.jpg,1024,1024
Small Dim Trough,925,646,65,72,WSe2-SL445_211119_-1.4V_50x50_Z_061.jpg,1024,1024
Small Dim Peak,490,769,65,77,WSe2-SL445_211119_-1.4V_50x50_Z_062.jpg,1024,1024
Small Bright Trough,581,588,65,72,WSe2-SL445_211119_-1.4V_50x50_Z_063.jpg,1024,1024
Small Dim Trough,214,399,65,56,WSe2-SL445_211119_-1.4V_50x50_Z_065.jpg,1024,1024
Small Bright Trough,662,447,65,65,WSe2-SL445_211119_-1.4V_50x50_Z_069.jpg,1024,1024
Small Bright Trough,317,27,65,59,WSe2-SL445_211119_-1.4V_50x50_Z_070.jpg,1024,1024
Small Bright Trough,908,997,65,27,WSe2-SL445_211119_-1.4V_50x50_Z_070.jpg,1024,1024
Small Dim Trough,849,209,65,70,WSe2-SL445_211119_-1.4V_50x50_Z_070.jpg,1024,1024
Small Bright Trough,891,156,65,72,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Bright Trough,701,942,65,44,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Bright Trough,216,728,65,51,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Dim Peak,81,301,65,47,WSe2-SL445_211119_-1.4V_50x50_Z_073.jpg,1024,1024
Small Dim Trough,564,589,65,55,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
Small Bright Trough,690,749,65,56,WSe2-SL445_211119_-1.4V_50x50_Z_074.jpg,1024,1024
